available_bike_stands,available_bikes,bike_stands,name,address,number,date
9,11,20,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,9,2024-03-12T14:09:28
3,17,20,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,13,2024-03-12T14:09:28
7,14,21,EUROPARK - POBREŠKA C.,Pobreška cesta 18,20,2024-03-12T14:09:28
18,2,20,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,4,2024-03-12T14:09:28
19,3,22,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,1,2024-03-12T14:09:28
17,3,20,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,16,2024-03-12T14:09:28
20,0,20,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,3,2024-03-12T14:09:28
9,11,20,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,21,2024-03-12T14:09:28
19,1,20,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,6,2024-03-12T14:09:28
7,13,20,DVORANA TABOR,Gorkega ulica 48,22,2024-03-12T14:09:28
7,13,20,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,14,2024-03-12T14:09:28
8,12,20,LIDL - TITOVA C.,Titova cesta 15,19,2024-03-12T14:09:28
6,14,20,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,25,2024-03-12T14:09:28
16,4,20,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,17,2024-03-12T14:09:28
5,15,20,UM FGPA - LENT - SODNI STOLP,Pristan 6,28,2024-03-12T14:09:28
10,10,20,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,8,2024-03-12T14:09:28
1,19,20,PARTIZANSKA C. - TIC,Partizanska cesta 6a,7,2024-03-12T14:09:28
11,11,22,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,2,2024-03-12T14:09:28
15,1,16,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,5,2024-03-12T14:09:28
15,5,20,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,12,2024-03-12T14:09:28
20,0,20,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,15,2024-03-12T14:09:28
12,8,20,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,26,2024-03-12T14:09:28
14,6,20,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,23,2024-03-12T14:09:28
8,12,20,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,27,2024-03-12T14:09:28
13,7,20,LIDL - KOROŠKA C.,Koroška cesta 173,18,2024-03-12T14:09:28
17,3,20,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,11,2024-03-12T14:09:28
6,14,20,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,24,2024-03-12T15:10:42
17,3,20,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,10,2024-03-12T15:10:42
18,2,20,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,9,2024-03-12T15:10:42
0,20,20,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,13,2024-03-12T15:10:42
3,18,21,EUROPARK - POBREŠKA C.,Pobreška cesta 18,20,2024-03-12T15:10:42
19,1,20,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,4,2024-03-12T15:10:42
3,19,22,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,1,2024-03-12T15:10:42
14,6,20,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,16,2024-03-12T15:10:42
20,0,20,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,3,2024-03-12T15:10:42
8,12,20,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,21,2024-03-12T15:10:42
19,1,20,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,6,2024-03-12T15:10:42
10,10,20,DVORANA TABOR,Gorkega ulica 48,22,2024-03-12T15:10:42
12,8,20,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,14,2024-03-12T15:10:42
5,15,20,LIDL - TITOVA C.,Titova cesta 15,19,2024-03-12T15:10:42
7,13,20,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,25,2024-03-12T15:10:42
19,1,20,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,17,2024-03-12T15:10:42
4,16,20,UM FGPA - LENT - SODNI STOLP,Pristan 6,28,2024-03-12T15:10:42
12,8,20,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,8,2024-03-12T15:10:42
7,13,20,PARTIZANSKA C. - TIC,Partizanska cesta 6a,7,2024-03-12T15:10:42
13,9,22,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,2,2024-03-12T15:10:42
16,0,16,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,5,2024-03-12T15:10:42
12,8,20,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,12,2024-03-12T15:10:42
13,7,20,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,15,2024-03-12T15:10:42
11,9,20,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,26,2024-03-12T15:10:42
6,14,20,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,23,2024-03-12T15:10:42
5,15,20,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,27,2024-03-12T15:10:42
16,4,20,LIDL - KOROŠKA C.,Koroška cesta 173,18,2024-03-12T15:10:42
16,4,20,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,11,2024-03-12T15:10:42
7,13,20,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,24,2024-03-12T16:12:59
18,2,20,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,10,2024-03-12T16:12:59
18,2,20,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,9,2024-03-12T16:12:59
2,18,20,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,13,2024-03-12T16:12:59
3,18,21,EUROPARK - POBREŠKA C.,Pobreška cesta 18,20,2024-03-12T16:12:59
20,0,20,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,4,2024-03-12T16:12:59
3,19,22,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,1,2024-03-12T16:12:59
19,1,20,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,16,2024-03-12T16:12:59
18,2,20,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,3,2024-03-12T16:12:59
8,12,20,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,21,2024-03-12T16:12:59
20,0,20,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,6,2024-03-12T16:12:59
11,9,20,DVORANA TABOR,Gorkega ulica 48,22,2024-03-12T16:12:59
10,10,20,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,14,2024-03-12T16:12:59
7,13,20,LIDL - TITOVA C.,Titova cesta 15,19,2024-03-12T16:12:59
6,14,20,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,25,2024-03-12T16:12:59
18,2,20,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,17,2024-03-12T16:12:59
4,16,20,UM FGPA - LENT - SODNI STOLP,Pristan 6,28,2024-03-12T16:12:59
14,6,20,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,8,2024-03-12T16:12:59
18,2,20,PARTIZANSKA C. - TIC,Partizanska cesta 6a,7,2024-03-12T16:12:59
14,8,22,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,2,2024-03-12T16:12:59
14,2,16,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,5,2024-03-12T16:12:59
10,10,20,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,12,2024-03-12T16:12:59
15,5,20,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,15,2024-03-12T16:12:59
9,11,20,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,26,2024-03-12T16:12:59
4,16,20,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,23,2024-03-12T16:12:59
8,12,20,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,27,2024-03-12T16:12:59
5,15,20,LIDL - KOROŠKA C.,Koroška cesta 173,18,2024-03-12T16:12:59
15,5,20,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,11,2024-03-12T16:12:59
6,14,20,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,24,2024-03-12T17:10:03
14,6,20,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,10,2024-03-12T17:10:03
13,7,20,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,9,2024-03-12T17:10:03
0,20,20,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,13,2024-03-12T17:10:03
1,20,21,EUROPARK - POBREŠKA C.,Pobreška cesta 18,20,2024-03-12T17:10:03
12,8,20,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,4,2024-03-12T17:10:03
6,16,22,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,1,2024-03-12T17:10:03
9,11,20,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,16,2024-03-12T17:10:03
20,0,20,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,3,2024-03-12T17:10:03
12,8,20,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,21,2024-03-12T17:10:03
20,0,20,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,6,2024-03-12T17:10:03
11,9,20,DVORANA TABOR,Gorkega ulica 48,22,2024-03-12T17:10:03
11,9,20,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,14,2024-03-12T17:10:03
5,15,20,LIDL - TITOVA C.,Titova cesta 15,19,2024-03-12T17:10:03
5,15,20,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,25,2024-03-12T17:10:03
17,3,20,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,17,2024-03-12T17:10:03
4,16,20,UM FGPA - LENT - SODNI STOLP,Pristan 6,28,2024-03-12T17:10:03
19,1,20,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,8,2024-03-12T17:10:03
18,2,20,PARTIZANSKA C. - TIC,Partizanska cesta 6a,7,2024-03-12T17:10:03
21,1,22,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,2,2024-03-12T17:10:03
14,2,16,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,5,2024-03-12T17:10:03
12,8,20,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,12,2024-03-12T17:10:03
20,0,20,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,15,2024-03-12T17:10:03
9,11,20,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,26,2024-03-12T17:10:03
4,16,20,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,23,2024-03-12T17:10:03
7,13,20,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,27,2024-03-12T17:10:03
7,13,20,LIDL - KOROŠKA C.,Koroška cesta 173,18,2024-03-12T17:10:03
17,3,20,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,11,2024-03-12T17:10:03
8,12,20,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,24,2024-03-12T18:14:44
19,1,20,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,10,2024-03-12T18:14:44
15,5,20,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,9,2024-03-12T18:14:44
7,13,20,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,13,2024-03-12T18:14:44
1,20,21,EUROPARK - POBREŠKA C.,Pobreška cesta 18,20,2024-03-12T18:14:44
20,0,20,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,4,2024-03-12T18:14:44
11,11,22,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,1,2024-03-12T18:14:44
2,18,20,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,16,2024-03-12T18:14:44
20,0,20,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,3,2024-03-12T18:14:44
14,6,20,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,21,2024-03-12T18:14:44
20,0,20,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,6,2024-03-12T18:14:44
9,11,20,DVORANA TABOR,Gorkega ulica 48,22,2024-03-12T18:14:44
12,8,20,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,14,2024-03-12T18:14:44
4,16,20,LIDL - TITOVA C.,Titova cesta 15,19,2024-03-12T18:14:44
3,17,20,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,25,2024-03-12T18:14:44
19,1,20,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,17,2024-03-12T18:14:44
1,19,20,UM FGPA - LENT - SODNI STOLP,Pristan 6,28,2024-03-12T18:14:44
18,2,20,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,8,2024-03-12T18:14:44
19,1,20,PARTIZANSKA C. - TIC,Partizanska cesta 6a,7,2024-03-12T18:14:44
19,3,22,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,2,2024-03-12T18:14:44
16,0,16,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,5,2024-03-12T18:14:44
9,11,20,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,12,2024-03-12T18:14:44
16,4,20,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,15,2024-03-12T18:14:44
9,11,20,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,26,2024-03-12T18:14:44
4,16,20,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,23,2024-03-12T18:14:44
8,12,20,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,27,2024-03-12T18:14:44
1,19,20,LIDL - KOROŠKA C.,Koroška cesta 173,18,2024-03-12T18:14:44
13,7,20,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,11,2024-03-12T18:14:44
6,14,20,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,24,2024-03-12T19:09:30
20,0,20,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,10,2024-03-12T19:09:30
20,0,20,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,9,2024-03-12T19:09:30
9,11,20,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,13,2024-03-12T19:09:30
6,15,21,EUROPARK - POBREŠKA C.,Pobreška cesta 18,20,2024-03-12T19:09:30
17,3,20,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,4,2024-03-12T19:09:30
7,15,22,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,1,2024-03-12T19:09:30
0,20,20,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,16,2024-03-12T19:09:30
19,1,20,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,3,2024-03-12T19:09:30
12,8,20,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,21,2024-03-12T19:09:30
19,1,20,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,6,2024-03-12T19:09:30
9,11,20,DVORANA TABOR,Gorkega ulica 48,22,2024-03-12T19:09:30
10,10,20,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,14,2024-03-12T19:09:30
2,18,20,LIDL - TITOVA C.,Titova cesta 15,19,2024-03-12T19:09:30
3,17,20,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,25,2024-03-12T19:09:30
14,6,20,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,17,2024-03-12T19:09:30
3,17,20,UM FGPA - LENT - SODNI STOLP,Pristan 6,28,2024-03-12T19:09:30
18,2,20,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,8,2024-03-12T19:09:30
16,4,20,PARTIZANSKA C. - TIC,Partizanska cesta 6a,7,2024-03-12T19:09:30
22,0,22,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,2,2024-03-12T19:09:30
16,0,16,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,5,2024-03-12T19:09:30
9,11,20,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,12,2024-03-12T19:09:30
14,6,20,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,15,2024-03-12T19:09:30
11,9,20,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,26,2024-03-12T19:09:30
6,14,20,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,23,2024-03-12T19:09:30
6,14,20,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,27,2024-03-12T19:09:30
0,20,20,LIDL - KOROŠKA C.,Koroška cesta 173,18,2024-03-12T19:09:30
14,6,20,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,11,2024-03-12T19:09:30
4,16,20,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,24,2024-03-12T20:10:48
19,1,20,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,10,2024-03-12T20:10:48
16,4,20,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,9,2024-03-12T20:10:48
8,12,20,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,13,2024-03-12T20:10:48
19,2,21,EUROPARK - POBREŠKA C.,Pobreška cesta 18,20,2024-03-12T20:10:48
16,4,20,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,4,2024-03-12T20:10:48
3,19,22,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,1,2024-03-12T20:10:48
7,13,20,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,16,2024-03-12T20:10:48
20,0,20,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,3,2024-03-12T20:10:48
14,6,20,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,21,2024-03-12T20:10:48
20,0,20,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,6,2024-03-12T20:10:48
15,5,20,DVORANA TABOR,Gorkega ulica 48,22,2024-03-12T20:10:48
12,8,20,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,14,2024-03-12T20:10:48
2,18,20,LIDL - TITOVA C.,Titova cesta 15,19,2024-03-12T20:10:48
2,18,20,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,25,2024-03-12T20:10:48
17,3,20,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,17,2024-03-12T20:10:48
0,20,20,UM FGPA - LENT - SODNI STOLP,Pristan 6,28,2024-03-12T20:10:48
17,3,20,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,8,2024-03-12T20:10:48
10,10,20,PARTIZANSKA C. - TIC,Partizanska cesta 6a,7,2024-03-12T20:10:48
15,7,22,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,2,2024-03-12T20:10:48
13,3,16,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,5,2024-03-12T20:10:48
11,9,20,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,12,2024-03-12T20:10:48
10,10,20,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,15,2024-03-12T20:10:48
11,9,20,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,26,2024-03-12T20:10:48
5,15,20,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,23,2024-03-12T20:10:48
7,13,20,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,27,2024-03-12T20:10:48
4,16,20,LIDL - KOROŠKA C.,Koroška cesta 173,18,2024-03-12T20:10:48
12,8,20,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,11,2024-03-12T20:10:48
6,14,20,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,24,2024-03-12T21:10:04
18,2,20,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,10,2024-03-12T21:10:04
16,4,20,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,9,2024-03-12T21:10:04
7,13,20,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,13,2024-03-12T21:10:04
19,2,21,EUROPARK - POBREŠKA C.,Pobreška cesta 18,20,2024-03-12T21:10:04
10,10,20,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,4,2024-03-12T21:10:04
5,17,22,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,1,2024-03-12T21:10:04
9,11,20,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,16,2024-03-12T21:10:04
18,2,20,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,3,2024-03-12T21:10:04
10,10,20,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,21,2024-03-12T21:10:04
20,0,20,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,6,2024-03-12T21:10:04
14,6,20,DVORANA TABOR,Gorkega ulica 48,22,2024-03-12T21:10:04
13,7,20,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,14,2024-03-12T21:10:04
2,18,20,LIDL - TITOVA C.,Titova cesta 15,19,2024-03-12T21:10:04
2,18,20,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,25,2024-03-12T21:10:04
18,2,20,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,17,2024-03-12T21:10:04
0,20,20,UM FGPA - LENT - SODNI STOLP,Pristan 6,28,2024-03-12T21:10:04
17,3,20,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,8,2024-03-12T21:10:04
12,8,20,PARTIZANSKA C. - TIC,Partizanska cesta 6a,7,2024-03-12T21:10:04
9,13,22,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,2,2024-03-12T21:10:04
11,5,16,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,5,2024-03-12T21:10:04
12,8,20,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,12,2024-03-12T21:10:04
9,11,20,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,15,2024-03-12T21:10:04
10,10,20,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,26,2024-03-12T21:10:04
6,14,20,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,23,2024-03-12T21:10:04
8,12,20,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,27,2024-03-12T21:10:04
6,14,20,LIDL - KOROŠKA C.,Koroška cesta 173,18,2024-03-12T21:10:04
11,9,20,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,11,2024-03-12T21:10:04
5,15,20,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,24,2024-03-12T22:10:26
19,1,20,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,10,2024-03-12T22:10:26
16,4,20,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,9,2024-03-12T22:10:26
7,13,20,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,13,2024-03-12T22:10:26
19,2,21,EUROPARK - POBREŠKA C.,Pobreška cesta 18,20,2024-03-12T22:10:26
10,10,20,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,4,2024-03-12T22:10:26
6,16,22,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,1,2024-03-12T22:10:26
8,12,20,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,16,2024-03-12T22:10:26
18,2,20,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,3,2024-03-12T22:10:26
11,9,20,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,21,2024-03-12T22:10:26
17,3,20,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,6,2024-03-12T22:10:26
14,6,20,DVORANA TABOR,Gorkega ulica 48,22,2024-03-12T22:10:26
18,2,20,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,14,2024-03-12T22:10:26
2,18,20,LIDL - TITOVA C.,Titova cesta 15,19,2024-03-12T22:10:26
2,18,20,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,25,2024-03-12T22:10:26
18,2,20,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,17,2024-03-12T22:10:26
0,20,20,UM FGPA - LENT - SODNI STOLP,Pristan 6,28,2024-03-12T22:10:26
18,2,20,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,8,2024-03-12T22:10:26
13,7,20,PARTIZANSKA C. - TIC,Partizanska cesta 6a,7,2024-03-12T22:10:26
10,12,22,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,2,2024-03-12T22:10:26
11,5,16,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,5,2024-03-12T22:10:26
15,5,20,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,12,2024-03-12T22:10:26
7,13,20,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,15,2024-03-12T22:10:26
10,10,20,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,26,2024-03-12T22:10:26
6,14,20,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,23,2024-03-12T22:10:26
7,13,20,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,27,2024-03-12T22:10:26
4,16,20,LIDL - KOROŠKA C.,Koroška cesta 173,18,2024-03-12T22:10:26
11,9,20,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,11,2024-03-12T22:10:26
5,15,20,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,24,2024-03-12T23:10:46
19,1,20,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,10,2024-03-12T23:10:46
15,5,20,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,9,2024-03-12T23:10:46
9,11,20,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,13,2024-03-12T23:10:46
